time,lead_ii,pulse_reference,respiration_belt
8.233333,-0.045926,0.012349,-0.413344
8.237500,-0.040780,0.028007,-0.392963
8.241667,-0.061482,0.008751,-0.374236
8.245833,-0.055099,0.026484,-0.393038
8.250000,-0.040348,0.012194,-0.359500
8.254167,-0.025125,0.020249,-0.380145
8.258333,-0.041523,0.009030,-0.375721
8.262500,-0.073331,0.017849,-0.359611
8.266667,-0.072380,0.024294,-0.339034
8.270833,-0.082474,0.040440,-0.335703
8.275000,-0.128926,0.035718,-0.324855
8.279167,-0.192760,0.028935,-0.344897
8.283333,-0.189433,0.028730,-0.335313
8.287500,-0.160104,0.028206,-0.317987
8.291667,-0.071115,0.046869,-0.314537
8.295833,0.069906,0.041488,-0.308774
8.300000,0.265554,0.058613,-0.319121
8.304167,0.482344,0.066086,-0.301544
8.308333,0.697812,0.067615,-0.285843
8.312500,0.898556,0.070331,-0.288018
8.316667,1.045619,0.064900,-0.265497
8.320833,1.090636,0.068051,-0.261214
8.325000,0.951917,0.082980,-0.265936
8.329167,0.687988,0.101810,-0.258484
8.333333,0.437900,0.090692,-0.252879
8.337500,0.203963,0.117113,-0.243623
8.341667,-0.030946,0.114797,-0.227644
8.345833,-0.204272,0.140637,-0.219851
8.350000,-0.221910,0.132388,-0.219596
8.354167,-0.218432,0.143254,-0.231254
8.358333,-0.173717,0.179091,-0.216349
8.362500,-0.112638,0.187151,-0.207211
8.366667,-0.056863,0.184987,-0.195146
8.370833,-0.015646,0.213704,-0.184972
8.375000,-0.022614,0.216308,-0.194420
8.379167,-0.020848,0.229632,-0.173122
8.383333,-0.011548,0.236982,-0.178690
8.387500,-0.021061,0.248090,-0.190110
8.391667,-0.031726,0.249205,-0.152294
8.395833,-0.036365,0.258239,-0.164209
8.400000,-0.012593,0.238498,-0.161031
8.404167,-0.001569,0.225048,-0.139530
8.408333,0.011222,0.228892,-0.159524
8.412500,0.000617,0.218589,-0.141547
8.416667,0.011983,0.198015,-0.128567
8.420833,0.015286,0.183709,-0.139603
8.425000,0.019276,0.169191,-0.113531
8.429167,0.017971,0.163891,-0.109528
8.433333,0.029833,0.132734,-0.112311
8.437500,0.060953,0.122208,-0.111383
8.441667,0.052321,0.105162,-0.078065
8.445833,0.061919,0.091932,-0.089256
8.450000,0.096722,0.080233,-0.082236
8.454167,0.127636,0.070355,-0.062268
8.458333,0.117990,0.072484,-0.076627
8.462500,0.111761,0.071906,-0.064906
8.466667,0.116936,0.067298,-0.041931
8.470833,0.168576,0.058720,-0.049555
8.475000,0.151998,0.059096,-0.026121
8.479167,0.156515,0.060199,-0.048774
8.483333,0.201303,0.038522,-0.039044
8.487500,0.209293,0.052185,-0.028192
8.491667,0.219201,0.047955,-0.020853
8.495833,0.191034,0.030896,-0.009094
8.500000,0.250516,0.024266,-0.010832
8.504167,0.236817,0.038106,-0.004873
8.508333,0.253038,0.030504,0.019062
8.512500,0.264815,0.035057,0.021116
8.516667,0.281894,0.032638,0.014424
8.520833,0.297470,0.007298,0.028534
8.525000,0.277287,0.011602,0.042670
8.529167,0.264219,0.018522,0.038127
8.533333,0.278626,0.001237,0.050792
8.537500,0.300982,0.007938,0.065549
8.541667,0.278642,0.005533,0.053723
8.545833,0.278569,0.023017,0.068556
8.550000,0.276442,0.007086,0.081470
8.554167,0.291716,0.016860,0.078089
8.558333,0.282063,0.014349,0.080607
8.562500,0.250356,0.032841,0.087777
8.566667,0.278054,0.020139,0.092930
8.570833,0.281407,0.027546,0.115641
8.575000,0.251656,0.027197,0.117357
8.579167,0.217001,0.044317,0.104755
8.583333,0.212463,0.047535,0.140453
8.587500,0.229670,0.045012,0.124237
8.591667,0.198613,0.040598,0.137531
8.595833,0.181953,0.052955,0.158122
8.600000,0.162506,0.064362,0.138046
8.604167,0.192041,0.055713,0.172535
8.608333,0.134044,0.063960,0.174468
8.612500,0.145875,0.054315,0.153120
8.616667,0.119299,0.048843,0.181187
8.620833,0.146028,0.055959,0.168440
8.625000,0.083531,0.045151,0.190459
8.629167,0.066287,0.036110,0.196454
8.633333,0.074027,0.045300,0.212583
8.637500,0.076021,0.043726,0.200861
8.641667,0.076147,0.047352,0.205482
8.645833,0.038548,0.035361,0.212567
8.650000,0.058037,0.016574,0.211859
8.654167,0.056412,0.022114,0.222210
8.658333,0.034285,0.022099,0.234843
8.662500,0.031523,0.023223,0.248991
8.666667,0.013442,0.014573,0.253974
8.670833,0.037885,0.026798,0.261643
8.675000,-0.004309,0.001136,0.266592
8.679167,-0.012223,0.008230,0.279161
8.683333,0.010404,0.010164,0.273812
8.687500,0.020116,0.022155,0.296063
8.691667,0.003865,0.013767,0.301690
8.695833,-0.002306,0.032033,0.311896
8.700000,-0.011628,0.036750,0.293116
8.704167,0.014588,0.024471,0.327935
8.708333,-0.008717,0.038187,0.310447
8.712500,-0.020117,0.024313,0.329724
8.716667,-0.025583,0.030702,0.323934
8.720833,-0.013045,0.050814,0.321310
8.725000,-0.002917,0.050877,0.328343
8.729167,-0.030355,0.039896,0.359347
8.733333,-0.035012,0.043300,0.369462
8.737500,-0.002087,0.041528,0.359257
8.741667,-0.030610,0.049225,0.357822
8.745833,-0.051900,0.057530,0.374948
8.750000,-0.015386,0.058071,0.374430
8.754167,-0.017132,0.060489,0.380422
8.758333,-0.029600,0.050787,0.405753
8.762500,-0.018613,0.046214,0.409813
8.766667,-0.019861,0.058922,0.396810
8.770833,-0.003514,0.051488,0.405394
8.775000,-0.033523,0.047939,0.415653
8.779167,-0.036775,0.044109,0.418595
8.783333,-0.036650,0.051631,0.436659
8.787500,-0.019009,0.043283,0.451942
8.791667,-0.029562,0.037707,0.426647
8.795833,-0.021196,0.040084,0.446387
8.800000,-0.023777,0.025872,0.459974
8.804167,-0.001915,0.017783,0.462904
8.808333,-0.022010,0.036654,0.470101
8.812500,-0.036479,0.033729,0.460863
8.816667,-0.015077,0.011391,0.474072
8.820833,-0.005902,0.020152,0.471770
8.825000,-0.004348,0.020419,0.478847
8.829167,-0.030956,0.032241,0.500071
8.833333,-0.003837,0.036401,0.488884
8.837500,-0.011234,0.036038,0.523869
8.841667,-0.026923,0.036253,0.503428
8.845833,-0.026356,0.030249,0.530702
8.850000,-0.025586,0.042171,0.522062
8.854167,-0.011400,0.053894,0.521995
8.858333,-0.033461,0.059826,0.545227
8.862500,-0.042152,0.059507,0.554915
8.866667,-0.006051,0.071029,0.539136
8.870833,0.001671,0.052995,0.557398
8.875000,-0.015734,0.072090,0.563624
8.879167,-0.042953,0.065151,0.565819
8.883333,-0.019935,0.074327,0.585313
8.887500,-0.006299,0.059449,0.576165
8.891667,-0.003774,0.057274,0.584887
8.895833,-0.030719,0.062499,0.585408
8.900000,-0.018997,0.065212,0.584681
8.904167,-0.008918,0.064617,0.595798
8.908333,-0.017383,0.072320,0.601364
8.912500,-0.031416,0.067134,0.614535
8.916667,-0.009645,0.071954,0.635794
8.920833,-0.008017,0.045608,0.631378
8.925000,0.005658,0.067661,0.639120
8.929167,-0.009587,0.061887,0.644030
8.933333,0.006372,0.047353,0.628777
8.937500,0.013043,0.032112,0.639801
8.941667,-0.018482,0.043143,0.650725
8.945833,-0.002189,0.026149,0.659676
8.950000,-0.006846,0.028306,0.659208
8.954167,0.013129,0.047642,0.682800
8.958333,-0.007250,0.025191,0.683715
8.962500,-0.002848,0.028526,0.690811
8.966667,0.022120,0.026483,0.694993
8.970833,0.024355,0.045435,0.690078
8.975000,0.013767,0.032030,0.710206
8.979167,0.000151,0.037187,0.688060
8.983333,0.052530,0.039043,0.714069
8.987500,0.055611,0.040830,0.727561
8.991667,0.034698,0.059884,0.715555
8.995833,0.029859,0.054897,0.728432
9.000000,0.055126,0.070334,0.740564
9.004167,0.073242,0.071855,0.723373
9.008333,0.089568,0.075114,0.734032
9.012500,0.076788,0.073052,0.740964
9.016667,0.081077,0.070928,0.751687
9.020833,0.090557,0.062971,0.752181
9.025000,0.058609,0.076751,0.754015
9.029167,0.055436,0.070191,0.773475
9.033333,0.072720,0.068515,0.779834
9.037500,0.074462,0.079827,0.787618
9.041667,0.041483,0.090764,0.786596
9.045833,0.045744,0.091928,0.786930
9.050000,0.027875,0.071337,0.804103
9.054167,0.050040,0.090082,0.798265
9.058333,0.020989,0.076069,0.787321
9.062500,0.027436,0.095512,0.797118
9.066667,0.036413,0.094522,0.799299
9.070833,0.020104,0.096891,0.811947
9.075000,0.029463,0.068673,0.811446
9.079167,0.015580,0.072056,0.805703
9.083333,-0.002145,0.095629,0.824655
9.087500,0.007712,0.089104,0.830472
9.091667,-0.000929,0.082743,0.827689
9.095833,-0.001247,0.093421,0.852856
9.100000,-0.000098,0.075759,0.858768
9.104167,0.002974,0.071139,0.836008
9.108333,0.001196,0.081080,0.844794
9.112500,-0.001331,0.078741,0.860242
9.116667,0.011083,0.096051,0.848215
9.120833,0.006603,0.096792,0.854058
9.125000,-0.009808,0.106488,0.884954
9.129167,-0.018800,0.103557,0.862027
9.133333,-0.014929,0.116222,0.872689
9.137500,-0.002054,0.101267,0.869913
9.141667,0.000664,0.104881,0.896694
9.145833,-0.049072,0.130917,0.880931
9.150000,-0.042666,0.117157,0.901140
9.154167,-0.080776,0.126319,0.887933
9.158333,-0.149880,0.125085,0.914481
9.162500,-0.136123,0.118816,0.902607
9.166667,-0.087771,0.123238,0.897875
9.170833,0.022618,0.143898,0.920376
9.175000,0.130210,0.149122,0.932079
9.179167,0.326195,0.132870,0.911787
9.183333,0.559568,0.140925,0.929679
9.187500,0.801763,0.128009,0.919414
9.191667,1.010342,0.125386,0.925361
9.195833,1.102903,0.147170,0.948014
9.200000,1.087095,0.131865,0.952182
9.204167,0.947447,0.137477,0.953495
9.208333,0.715078,0.137526,0.947563
9.212500,0.424750,0.123580,0.942089
9.216667,0.194155,0.117621,0.964069
9.220833,-0.000544,0.116781,0.981928
9.225000,-0.147073,0.119592,0.970931
9.229167,-0.196058,0.147216,0.979918
9.233333,-0.178316,0.156881,0.968053
9.237500,-0.098524,0.147882,0.996238
9.241667,-0.043938,0.158259,0.968511
9.245833,-0.027491,0.167699,0.977377
9.250000,0.032600,0.194262,0.994436
9.254167,0.027841,0.210172,0.982462
9.258333,0.022776,0.228364,0.987928
9.262500,0.003887,0.246078,1.005195
9.266667,0.025679,0.276177,1.017303
9.270833,0.067094,0.299681,1.016250
9.275000,0.030630,0.307642,1.016161
9.279167,0.050267,0.307608,0.996403
9.283333,0.069200,0.343032,1.009701
9.287500,0.072789,0.330395,1.006886
9.291667,0.069098,0.339289,1.038035
9.295833,0.052020,0.349966,1.011849
9.300000,0.074502,0.327892,1.017001
9.304167,0.081029,0.323971,1.024706
9.308333,0.081790,0.330986,1.046612
9.312500,0.095234,0.301381,1.040832
9.316667,0.101980,0.278568,1.050199
9.320833,0.146191,0.265741,1.054613
9.325000,0.120899,0.245325,1.030226
9.329167,0.136438,0.237555,1.052599
9.333333,0.169842,0.203767,1.066919
9.337500,0.196610,0.198741,1.048204
9.341667,0.171395,0.196186,1.074795
9.345833,0.167278,0.154214,1.064877
9.350000,0.191091,0.146935,1.073954
9.354167,0.230694,0.142114,1.069366
9.358333,0.245479,0.116335,1.084533
9.362500,0.222497,0.108064,1.088723
9.366667,0.238159,0.112426,1.079515
9.370833,0.275913,0.106669,1.073906
9.375000,0.284373,0.082912,1.081886
9.379167,0.268950,0.082805,1.087070
9.383333,0.299267,0.088284,1.075802
9.387500,0.300051,0.091736,1.084240
9.391667,0.326937,0.087639,1.081549
9.395833,0.321563,0.070017,1.077091
9.400000,0.325927,0.087275,1.075790
9.404167,0.328364,0.077230,1.085141
9.408333,0.340460,0.079301,1.086108
9.412500,0.341523,0.089075,1.089078
9.416667,0.335833,0.095784,1.087483
9.420833,0.364214,0.094969,1.102226
9.425000,0.323443,0.113736,1.105348
9.429167,0.324014,0.101087,1.124428
9.433333,0.333162,0.117219,1.117271
9.437500,0.338135,0.113604,1.098453
9.441667,0.310773,0.108191,1.097609
9.445833,0.297274,0.128743,1.101243
9.450000,0.315530,0.120991,1.128774
9.454167,0.318082,0.132952,1.134115
9.458333,0.293980,0.129482,1.115073
9.462500,0.263459,0.110963,1.134565
9.466667,0.252970,0.115747,1.129051
9.470833,0.248366,0.126065,1.116502
9.475000,0.244343,0.115186,1.115457
9.479167,0.207129,0.130665,1.128974
9.483333,0.199628,0.102356,1.137108
9.487500,0.211337,0.097490,1.130273
9.491667,0.201168,0.107456,1.138400
9.495833,0.183249,0.113977,1.146225
9.500000,0.188018,0.100194,1.122163
9.504167,0.164630,0.099544,1.127744
9.508333,0.142318,0.102616,1.131226
9.512500,0.143385,0.077777,1.123215
9.516667,0.118229,0.080497,1.138741
9.520833,0.115063,0.088869,1.140450
9.525000,0.091850,0.090824,1.144859
9.529167,0.079586,0.084417,1.131893
9.533333,0.111844,0.076832,1.148706
9.537500,0.089894,0.081202,1.147074
9.541667,0.060650,0.094134,1.153431
9.545833,0.065296,0.079167,1.137361
9.550000,0.056475,0.077587,1.147729
9.554167,0.084710,0.078911,1.145235
9.558333,0.054613,0.077855,1.138430
9.562500,0.061850,0.080521,1.143449
9.566667,0.071515,0.097402,1.163879
9.570833,0.060012,0.109407,1.137938
9.575000,0.064230,0.096878,1.140290
9.579167,0.029266,0.112793,1.140482
9.583333,0.041423,0.099620,1.166753
9.587500,0.038119,0.114255,1.165635
9.591667,0.049816,0.126860,1.149521
9.595833,0.013332,0.107003,1.152457
9.600000,0.048067,0.121335,1.160706
9.604167,0.052618,0.119637,1.142181
9.608333,0.042810,0.118412,1.151614
9.612500,0.032800,0.113627,1.170853
9.616667,0.023436,0.112936,1.138740
9.620833,0.065543,0.116881,1.156480
9.625000,0.048090,0.102339,1.163673
9.629167,0.041442,0.100037,1.172579
9.633333,0.044174,0.112784,1.144926
9.637500,0.062052,0.115351,1.156167
9.641667,0.027594,0.114327,1.138930
9.645833,0.008954,0.113476,1.140527
9.650000,0.019163,0.096338,1.156159
9.654167,0.036476,0.080145,1.158080
9.658333,0.041514,0.098261,1.144506
9.662500,0.025007,0.088532,1.158684
9.666667,0.051759,0.096437,1.171959
9.670833,0.047847,0.091617,1.155754
9.675000,0.029012,0.091662,1.141909
9.679167,0.031724,0.089072,1.170906
9.683333,0.043364,0.073734,1.167719
9.687500,0.043648,0.077588,1.153561
9.691667,0.029517,0.099368,1.141998
9.695833,0.034922,0.075767,1.157753
9.700000,0.033602,0.091682,1.153097
9.704167,0.066699,0.089354,1.135293
9.708333,0.041450,0.096067,1.141815
9.712500,0.034618,0.102117,1.153415
9.716667,0.028564,0.112664,1.134099
9.720833,0.047550,0.114187,1.143763
9.725000,0.049500,0.111319,1.156710
9.729167,0.040426,0.128998,1.159517
9.733333,0.019545,0.121298,1.133106
9.737500,0.060633,0.131583,1.148251
9.741667,0.041379,0.126434,1.155533
9.745833,0.043171,0.140809,1.126903
9.750000,0.052277,0.136735,1.123964
9.754167,0.064967,0.118517,1.140987
9.758333,0.042550,0.120737,1.152972
9.762500,0.019760,0.134553,1.150079
9.766667,0.049053,0.114222,1.147601
9.770833,0.059144,0.126582,1.139656
9.775000,0.038482,0.126410,1.135721
9.779167,0.037799,0.110023,1.122258
9.783333,0.032887,0.115519,1.147741
9.787500,0.057846,0.106752,1.119148
9.791667,0.055459,0.108577,1.120480
9.795833,0.017889,0.105854,1.109479
9.800000,0.059636,0.098480,1.140916
9.804167,0.069600,0.096742,1.125479
9.808333,0.061214,0.083887,1.119002
9.812500,0.034314,0.097962,1.108048
9.816667,0.062069,0.080762,1.127827
9.820833,0.076935,0.089610,1.127296
9.825000,0.055412,0.088523,1.123371
9.829167,0.039643,0.075635,1.101489
9.833333,0.045264,0.079345,1.104933
9.837500,0.068999,0.080647,1.108762
9.841667,0.053587,0.108107,1.120510
9.845833,0.044770,0.093798,1.094242
9.850000,0.057325,0.109341,1.092273
9.854167,0.087050,0.102926,1.102618
9.858333,0.092731,0.109444,1.093085
9.862500,0.066115,0.118066,1.111586
9.866667,0.078709,0.113184,1.095347
9.870833,0.098195,0.107166,1.079300
9.875000,0.088955,0.129117,1.087911
9.879167,0.087459,0.118325,1.085227
9.883333,0.107738,0.135400,1.093448
9.887500,0.114103,0.119947,1.088628
9.891667,0.120782,0.126722,1.069856
9.895833,0.106818,0.139098,1.071912
9.900000,0.120489,0.140786,1.067284
9.904167,0.134728,0.142943,1.071582
9.908333,0.102057,0.131261,1.078898
9.912500,0.107535,0.146990,1.054183
9.916667,0.093436,0.124714,1.050451
9.920833,0.115402,0.132620,1.070275
9.925000,0.118035,0.137426,1.068905
9.929167,0.070603,0.139897,1.069463
9.933333,0.095829,0.131072,1.071153
9.937500,0.089223,0.140871,1.062413
9.941667,0.073028,0.123808,1.040933
9.945833,0.053465,0.138044,1.053936
9.950000,0.071260,0.119618,1.034530
9.954167,0.068444,0.126706,1.023622
9.958333,0.043435,0.141624,1.042378
9.962500,0.036013,0.140250,1.040555
9.966667,0.055884,0.135757,1.035753
9.970833,0.045716,0.134484,1.041942
9.975000,0.050777,0.123472,1.016758
9.979167,0.054260,0.125305,1.006742
9.983333,0.033107,0.128853,1.036097
9.987500,0.069565,0.144725,1.005469
9.991667,0.056437,0.147551,1.027978
9.995833,0.020763,0.152855,1.014688
10.000000,0.066416,0.164886,0.993262
10.004167,0.063465,0.161929,1.019783
10.008333,0.051819,0.176231,0.989372
10.012500,0.036500,0.172836,0.980660
10.016667,0.040587,0.184000,0.976729
10.020833,0.046572,0.185728,0.972145
10.025000,0.043746,0.181778,0.972857
10.029167,0.003683,0.170697,0.970634
10.033333,-0.024886,0.178111,0.985871
10.037500,-0.048741,0.190093,0.973510
10.041667,-0.116924,0.190552,0.955443
10.045833,-0.104671,0.177250,0.950900
10.050000,0.009879,0.182485,0.965114
10.054167,0.151618,0.183861,0.973696
10.058333,0.291018,0.187613,0.951936
10.062500,0.519039,0.176711,0.939447
10.066667,0.743272,0.181609,0.956030
10.070833,0.976753,0.168098,0.947570
10.075000,1.143845,0.182217,0.952997
10.079167,1.167989,0.179408,0.932878
10.083333,1.051089,0.198184,0.940133
10.087500,0.851394,0.203818,0.944494
10.091667,0.599368,0.200292,0.934386
10.095833,0.305614,0.216250,0.903429
10.100000,0.113784,0.231183,0.907593
10.104167,-0.032262,0.250211,0.906714
10.108333,-0.126266,0.278350,0.907810
10.112500,-0.153570,0.289701,0.886499
10.116667,-0.086070,0.318728,0.915045
10.120833,-0.022062,0.317992,0.881825
10.125000,0.019959,0.336222,0.895660
10.129167,0.020101,0.347095,0.880695
10.133333,0.057699,0.376786,0.874794
10.137500,0.086690,0.369587,0.867354
10.141667,0.051001,0.386223,0.863704
10.145833,0.042646,0.366083,0.854713
10.150000,0.085975,0.384532,0.850755
10.154167,0.076961,0.354692,0.852376
10.158333,0.076111,0.359195,0.870490
10.162500,0.060239,0.334911,0.859457
10.166667,0.102410,0.321294,0.828136
10.170833,0.107160,0.303701,0.832474
10.175000,0.107745,0.276880,0.846196
10.179167,0.104500,0.261671,0.831385
10.183333,0.131051,0.252566,0.837143
10.187500,0.146174,0.250276,0.813700
10.191667,0.136744,0.230147,0.811687
10.195833,0.135217,0.216212,0.796588
10.200000,0.139099,0.182902,0.806284
10.204167,0.168659,0.166095,0.802617
10.208333,0.192746,0.168402,0.810281
10.212500,0.183617,0.157402,0.800440
10.216667,0.188119,0.145078,0.773836
10.220833,0.229649,0.144308,0.775162
10.225000,0.202009,0.133307,0.775211
10.229167,0.236327,0.117855,0.766024
10.233333,0.236080,0.127139,0.751047
10.237500,0.252188,0.111223,0.767407
10.241667,0.258121,0.112181,0.753005
10.245833,0.252755,0.115651,0.767846
10.250000,0.305304,0.101552,0.762317
10.254167,0.312346,0.101640,0.734628
10.258333,0.321135,0.104704,0.719218
10.262500,0.307507,0.110352,0.742742
10.266667,0.343297,0.126499,0.738142
10.270833,0.374379,0.118045,0.721107
10.275000,0.340263,0.116708,0.731137
10.279167,0.358334,0.120304,0.696776
10.283333,0.373816,0.127081,0.701814
10.287500,0.369936,0.119996,0.693399
10.291667,0.365300,0.127534,0.687524
10.295833,0.350872,0.126514,0.694138
10.300000,0.371526,0.129840,0.694930
10.304167,0.366323,0.156685,0.693649
10.308333,0.376055,0.141771,0.671918
10.312500,0.342597,0.141783,0.677739
10.316667,0.359905,0.147086,0.656835
10.320833,0.367438,0.148689,0.659622
10.325000,0.334152,0.155120,0.650933
10.329167,0.313192,0.156347,0.641832
10.333333,0.323993,0.141289,0.627395
10.337500,0.336283,0.144934,0.631848
10.341667,0.289099,0.136025,0.638580
10.345833,0.276322,0.132948,0.633242
10.350000,0.264507,0.139925,0.617577
10.354167,0.294795,0.127657,0.619155
10.358333,0.274881,0.122000,0.589119
10.362500,0.233581,0.129916,0.606977
10.366667,0.249188,0.116969,0.593119
10.370833,0.243018,0.126587,0.599108
10.375000,0.220592,0.102476,0.593711
10.379167,0.198003,0.104028,0.574502
10.383333,0.181573,0.098831,0.552042
10.387500,0.183482,0.095135,0.549323
10.391667,0.150801,0.109939,0.545578
10.395833,0.148525,0.093320,0.532827
10.400000,0.135900,0.105920,0.547986
10.404167,0.126828,0.100955,0.538395
10.408333,0.143072,0.107167,0.533615
10.412500,0.100575,0.105646,0.541300
10.416667,0.112405,0.127328,0.511943
10.420833,0.107525,0.115561,0.513503
10.425000,0.102945,0.113593,0.501085
10.429167,0.095520,0.110623,0.507730
10.433333,0.066928,0.124040,0.485878
10.437500,0.077659,0.144256,0.486187
10.441667,0.088543,0.128405,0.488132
10.445833,0.070576,0.145719,0.461481
10.450000,0.067665,0.146626,0.479119
10.454167,0.092727,0.134548,0.454293
10.458333,0.062969,0.152539,0.448129
10.462500,0.048627,0.157355,0.454419
10.466667,0.042892,0.139932,0.439620
10.470833,0.087921,0.130171,0.456228
10.475000,0.066393,0.144398,0.448294
10.479167,0.041168,0.144519,0.410150
10.483333,0.036907,0.123408,0.426364
10.487500,0.066779,0.141445,0.413412
10.491667,0.034662,0.138313,0.397816
10.495833,0.049138,0.126508,0.392925
10.500000,0.056437,0.119678,0.402088
10.504167,0.053441,0.123720,0.404702
10.508333,0.043594,0.112121,0.396498
10.512500,0.021357,0.121196,0.376430
10.516667,0.064145,0.094205,0.366601
10.520833,0.046648,0.114053,0.345631
10.525000,0.036274,0.113364,0.365494
10.529167,0.050079,0.103325,0.336332
10.533333,0.061548,0.089425,0.351510
10.537500,0.054702,0.114054,0.325277
10.541667,0.029239,0.092069,0.334036
10.545833,0.030957,0.100464,0.337904
10.550000,0.047691,0.097915,0.314011
10.554167,0.046422,0.118341,0.301321
10.558333,0.050954,0.116329,0.301821
10.562500,0.043078,0.125846,0.312849
10.566667,0.055098,0.119489,0.280553
10.570833,0.041885,0.112311,0.274964
10.575000,0.062908,0.112828,0.266376
10.579167,0.046194,0.112601,0.261561
10.583333,0.049360,0.117040,0.250767
10.587500,0.057932,0.128458,0.257075
10.591667,0.029985,0.135577,0.249226
10.595833,0.046562,0.124045,0.248298
10.600000,0.045884,0.137022,0.241390
10.604167,0.053115,0.147850,0.222107
10.608333,0.057903,0.143128,0.223011
10.612500,0.021655,0.153256,0.219784
10.616667,0.046531,0.141079,0.211149
10.620833,0.060979,0.150559,0.214208
10.625000,0.039896,0.120255,0.193723
10.629167,0.041386,0.117652,0.194645
10.633333,0.041433,0.125008,0.194936
10.637500,0.066774,0.129131,0.195064
10.641667,0.043902,0.117871,0.180817
10.645833,0.013389,0.115688,0.150635
10.650000,0.060678,0.103783,0.142139
10.654167,0.064119,0.112038,0.147161
10.658333,0.021863,0.106835,0.134116
10.662500,0.029163,0.116538,0.140749
10.666667,0.033053,0.112324,0.137826
10.670833,0.040475,0.111206,0.110272
10.675000,0.043509,0.109614,0.102193
10.679167,0.023659,0.100006,0.109628
10.683333,0.021264,0.089270,0.112796
10.687500,0.054615,0.097954,0.114626
10.691667,0.025098,0.097980,0.101971
10.695833,0.026575,0.089589,0.098692
10.700000,0.059671,0.120381,0.073136
10.704167,0.033745,0.103053,0.068032
10.708333,0.026142,0.123319,0.068695
10.712500,0.027046,0.127451,0.068744
10.716667,0.026618,0.130238,0.065021
10.720833,0.036524,0.108824,0.056569
10.725000,0.047816,0.121983,0.034696
10.729167,0.040847,0.132403,0.025412
10.733333,0.055613,0.122531,0.020796
10.737500,0.070237,0.123454,0.028122
10.741667,0.060898,0.130375,-0.002010
10.745833,0.026606,0.150519,-0.007127
10.750000,0.037637,0.132229,0.005250
10.754167,0.081003,0.129660,-0.002208
10.758333,0.069723,0.132671,-0.006266
10.762500,0.031340,0.126932,-0.009442
10.766667,0.085371,0.135973,-0.047245
10.770833,0.097945,0.135062,-0.029688
10.775000,0.064240,0.116204,-0.041174
10.779167,0.082175,0.128790,-0.054846
10.783333,0.083357,0.103762,-0.063334
10.787500,0.111817,0.123004,-0.057241
10.791667,0.088302,0.102257,-0.082893
10.795833,0.086948,0.119841,-0.093572
10.800000,0.111594,0.113257,-0.080850
10.804167,0.123925,0.108962,-0.084409
10.808333,0.126676,0.096435,-0.083458
10.812500,0.119792,0.083746,-0.099128
10.816667,0.103361,0.110725,-0.097070
10.820833,0.122182,0.113709,-0.119019
10.825000,0.087234,0.116196,-0.138372
10.829167,0.069647,0.116045,-0.147753
10.833333,0.107765,0.115929,-0.135987
10.837500,0.110125,0.107201,-0.145349
10.841667,0.077262,0.138625,-0.146946
10.845833,0.073292,0.129491,-0.151799
10.850000,0.044904,0.149757,-0.179890
10.854167,0.069581,0.148177,-0.173165
10.858333,0.060688,0.158882,-0.171322
10.862500,0.048365,0.166987,-0.170027
10.866667,0.038203,0.168536,-0.193216
10.870833,0.057103,0.169995,-0.207492
10.875000,0.030246,0.176812,-0.203591
10.879167,0.009935,0.169339,-0.212362
10.883333,0.028650,0.177462,-0.232132
10.887500,0.026307,0.167298,-0.217270
10.891667,0.032975,0.161242,-0.217757
10.895833,0.019317,0.181943,-0.254119
10.900000,0.036441,0.181785,-0.241066
10.904167,0.055084,0.169216,-0.260706
10.908333,0.020053,0.163518,-0.246602
10.912500,0.015877,0.178246,-0.279575
10.916667,0.013709,0.170041,-0.281382
10.920833,0.030524,0.157008,-0.275198
10.925000,0.044695,0.170304,-0.287363
10.929167,0.003825,0.164604,-0.275709
10.933333,0.003011,0.149186,-0.310487
10.937500,0.021201,0.160570,-0.295915
10.941667,-0.053797,0.129830,-0.317901
10.945833,-0.083546,0.129334,-0.314139
10.950000,-0.133129,0.129602,-0.326984
10.954167,-0.095446,0.125475,-0.331801
10.958333,-0.045545,0.132664,-0.324500
10.962500,0.036505,0.146152,-0.323783
10.966667,0.208932,0.123218,-0.354217
10.970833,0.427643,0.143791,-0.339449
10.975000,0.632684,0.142350,-0.345320
10.979167,0.863878,0.144227,-0.382673
10.983333,1.064676,0.142265,-0.371102
10.987500,1.157211,0.157114,-0.380895
10.991667,1.097447,0.173939,-0.401817
10.995833,0.908277,0.199021,-0.379908
11.000000,0.668205,0.217942,-0.386797
11.004167,0.429915,0.207695,-0.407321
11.008333,0.134813,0.248190,-0.413371
11.012500,-0.050206,0.256013,-0.399886
11.016667,-0.132340,0.264284,-0.429146
11.020833,-0.162434,0.296637,-0.443034
11.025000,-0.139661,0.317479,-0.442571
11.029167,-0.107326,0.325194,-0.453467
11.033333,-0.020418,0.340490,-0.457100
11.037500,0.040642,0.351952,-0.441724
11.041667,0.024979,0.362430,-0.473487
11.045833,0.007255,0.390101,-0.475362
11.050000,0.051700,0.368596,-0.456460
11.054167,0.065497,0.389826,-0.463063
11.058333,0.060042,0.371047,-0.468675
11.062500,0.039592,0.364438,-0.487153
11.066667,0.040519,0.352245,-0.486120
11.070833,0.055715,0.335359,-0.500870
11.075000,0.039560,0.321274,-0.508885
11.079167,0.066403,0.300112,-0.526724
